name,rtg,oil_water,fish_type,country,brand,salt,sugar,sauce,boneless,skinless,pieces,size_g,size_oz,smoked,grilled,citrus,garlic,chili_pepper,tomato,dairy,gluten,organic,kosher_cert,servings,sodium_per_serving,rda_sodium
Güeyu Mar Chargrilled Small Mussels 20-24 (Mejillones a la Brasa),20,Extra Virgin Olive Oil,mussels,Spain,Güeyu Mar,Yes,No,Escabeche,,,20/24,150,5.5,No,Yes,No,No,No,No,No,No,No,None,1,540,24
Güeyu Mar Chargrilled Spicy Cockles,44,Olive Oil,cockles,Spain,Güeyu Mar,Yes,No,Spiced/Spicy,,,50/80,150,5.29,No,Yes,No,No,Yes,No,No,No,No,None,1,50,2
Güeyu Mar Squid (Calamari) from Another Planet,21,None,squid,Spain,Güeyu Mar,Yes,No,Ink,,,,170,6.0,No,Yes,No,No,No,No,No,No,No,None,1,500,3
Gulf of Maine Conservas Line Caught Bluefin Tuna in Olive Oil,22,Olive Oil,tuna,USA,Gulf of Maine Conservas,Yes,No,None,,,,170,6.0,No,No,No,No,No,No,No,No,No,None,2,45,2
Gulf of Maine Conservas Smoked Eel in Olive Oil,40,Olive Oil,eel,USA,Gulf of Maine Conservas,Yes,No,None,Yes,Yes,,170,6.0,Yes,No,No,No,No,No,No,No,No,None,1,90,4
Gulf of Maine Conservas Tinkers (Atlantic Mackerel),16,Extra Virgin Olive Oil,mackerel,USA,Gulf of Maine Conservas,Yes,No,None,Yes,No,Unstated,170,6.0,No,No,No,No,No,No,No,No,No,None,2,100,4
Hagoromo Broiled and Seasoned Saury (Sanma),4.5,Soy Sauce,saury,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100,3.52,No,Yes,No,No,No,No,No,Yes,No,None,1,410,18
Hagoromo Mackerel in Miso,4.5,Miso,mackerel,Japan,Hagoromo,Yes,Yes,Miso,No,No,Unstated,160,5.64,No,No,No,No,No,No,No,No,No,None,1,620,27
Hagoromo Mackerel in Soy Sauce (Shoyu),4.5,Soy Sauce,mackerel,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,160,5.64,No,No,No,No,No,No,No,Yes,No,None,1,270,12
Hagoromo Sardines in Soy Sauce (Iwashi de Kenko),4.5,Soy Sauce,sardines,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100,3.52,No,No,No,No,No,No,No,Yes,No,None,1,730,32
Hagoromo Saury (Sanma) in Soy Sauce (Shoyu),4.5,Soy Sauce,saury,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100,3.52,No,No,No,No,No,No,No,Yes,No,None,1,800,32
Husmor Fish Balls in Brine,14.5,Brine,haddock,Norway,Husmor,Yes,No,None,,,Unstated,800,28.0,No,No,No,No,No,No,Yes,No,No,None,4,600,25
"IASA Anchovy Fillets in Olive Oil, glass jar",14,Olive Oil,anchovy,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,95,,No,No,No,No,No,No,No,No,No,None,?,?,?
IASA Anchovy Paste,5.5,Olive Oil,anchovy,Italy,IASA,Yes,No,None,,,,55,1.94,No,No,No,No,No,No,No,No,No,None,?,?,?
IASA Branzino Grilled Sea Bass in Olive Oil,11.5,Olive Oil,sea bass,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,145,5.11,No,Yes,No,No,No,No,No,No,No,None,1,260,11
IASA Colatura di Alici di Cetara Anchovy Extract,26,Water,anchovy,Italy,IASA,Yes,No,None,,,,100ml,1.4,No,No,No,No,No,No,No,No,No,None,?,?,?
IASA Mediterranean Dorade in Water,15,Water,dorade,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,145,5.11,No,No,No,No,No,No,No,No,No,None,?,?,?
"IASA Spicy Anchovies in Olive Oil, glass jar",15,Olive OIl,anchovy,Italy,IASA,Yes,No,Spiced/Spicy Tomato,No,No,Unstated,200,7.05,No,No,No,No,Yes,Yes,No,No,No,None,?,?,?
Jacques Gonidec Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,None,2,280,10
Jacques Gonidec Sardines in Organic EVOO and Organic Onion Sauce,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,"Onion, lemon, cloves",No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,Yes,None,2,329,15
Jacques Gonidec Sardines in Organic EVOO with Organic Hot Pepper,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,Yes,No,No,No,Yes,None,2,280,10
Jacques Gonidec Sardines in Organic Extra Virgin Olive Oil with Organic Lemon,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,Lemon,No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,Yes,None,2,280,10
Jacques Gonidec Sardines with Organic Basil and Organic Thyme in Organic Extra Virgin Olive Oil,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,"Basil, Thyme",No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,None,2,280,10
Jacques Gonidec Sardines with Sundried Tomatoes and Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,France,Jacques Gonidec,Yes,No,Sun-Dried Tomatoes,No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,Yes,None,2,420,19
José Gourmet Mackerel Fillets in Curry Sauce,14.5,Rapeseed Oil,mackerel,Portugal,José Gourmet,Yes,No,Curry Sauce,Yes,Yes,,120,4.2,No,No,No,No,Yes,No,No,No,No,None,,,
José Gourmet Cockles in Brine 25/30,36,Water,cockles,Spain,José Gourmet,Yes,No,None,,,25/30,110,3.9,No,No,No,No,No,No,No,No,No,None,1,900,22
José Gourmet Codfish in Olive Oil and Garlic,13.5,Olive Oil,cod,Portugal,José Gourmet,Yes,No,Garlic,Yes,Yes,Unstated,120,4.0,No,No,No,Yes,No,No,No,No,No,None,1,1260,25
José Gourmet Fried Mussels in Marinade (Escabeche) 7/10,14.5,Olive Oil,mussels,Spain,José Gourmet,Yes,No,Escabeche,,,7/10,110,3.9,No,No,No,No,No,No,No,No,No,None,1,900,24
José Gourmet Garfish in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,garfish,Portugal,José Gourmet,Yes,No,None,,,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,None,1,480,
José Gourmet Horse Mackerel (mistranslated as Stickleback) in Escabeche,12,Olive Oil/Escabeche,mackerel,Spain,José Gourmet,Yes,No,Escabeche,,,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,2,372,16.3
José Gourmet Mackerel Fillets in Olive Oil,12,Olive Oil,mackerel,Portugal,José Gourmet,Yes,No,None,Yes,Yes,Unstated,125,4.0,No,No,No,No,No,No,No,No,No,None,1,700,14
José Gourmet Octopus in Olive Oil with Garlic,24,Olive Oil,octopus,Spain,José Gourmet,Yes,No,Garlic,,,,120,4.0,No,No,No,Yes,No,No,No,No,No,None,1,800,15
José Gourmet Razor Clams in Brine 6/8,19.5,Water,razor clam,Spain,José Gourmet,Yes,No,None,,,6/8,110,3.9,No,No,No,No,No,No,No,No,No,None,1,420,19
José Gourmet Sardines in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,sardines,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,1,450,13
José Gourmet Sardines in Tomato Sauce,10,Olive Oil,sardines,Portugal,José Gourmet,Yes,No,Tomato,No,No,Unstated,125,4.0,No,No,No,No,No,Yes,No,No,No,None,1,1030,14
José Gourmet Sardines with Lemon in Olive Oil,10,Olive Oil,sardines,Portugal,José Gourmet,Yes,No,Lemon,No,No,Unstated,120,4.0,No,No,Yes,No,No,No,No,No,No,None,1,850,16
José Gourmet Small Mackerel in Olive Oil,10,Olive Oil,mackerel,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,1,600,13
José Gourmet Small Sardines in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,sardines,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,90,3.0,No,No,No,No,No,No,No,No,No,None,1,900,23
José Gourmet Small Sardines in Tomato Sauce,11,Olive Oil,sardines,Spain,José Gourmet,Yes,Yes,"Tomato Pulp (16%), Extra Virgin Olive Oil (10%), (Onion and Garlic)(1.6%), (White Wine, Sugar, White Pepper, Paprika)(0.6%)",No,No,Unstated,90,3.2,No,No,No,Yes,No,Yes,No,No,No,None,,,
José Gourmet Smoked Salmon in Extra Virgin Olive Oil,13.5,Extra Virgin Olive Oil,salmon,Portugal,José Gourmet,Yes,No,None,Yes,,,90,3.2,Yes,No,No,No,No,No,No,No,No,None,2,560,
José Gourmet Smoked Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,sardines,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,None,1,480,12
José Gourmet Smoked Small Mackerel in Olive Oil,10,Olive Oil,mackerel,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,120,4.0,Yes,No,No,No,No,No,No,No,No,None,1,370,22
José Gourmet Smoked Small Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,sardines,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,90,3.0,Yes,No,No,No,No,No,No,No,No,None,1,900,23
José Gourmet Smoked Trout Fillets in Olive Oil,17,Olive Oil,trout,Portugal,José Gourmet,Yes,No,None,Yes,No,Unstated,105,3.7,Yes,No,No,No,No,No,No,No,No,None,1,600,15
José Gourmet Spiced Calamari in Ragout  Sauce,14.5,Vegetable Oil,squid,Spain,José Gourmet,Yes,No,Tomato,,,Unstated,120,4.0,No,No,No,No,Yes,Yes,No,No,No,None,1,710,16
José Gourmet Spiced Octopus in Olive Oil,24,Olive OIl,octopus,Spain,José Gourmet,Yes,No,Spiced/Spicy,,,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,?,900,15
José Gourmet Spiced Small Mackerel in Olive Oil,10,Olive Oil,mackerel,Portugal,José Gourmet,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,1,600,13
José Gourmet Spiced Small Sardines in Olive Oil,10,Extra Virgin Olive Oil,sardines,Portugal,José Gourmet,Yes,No,"Carrot, clove, piri-piri, cucumber, laurel, white pepper",No,No,Unstated,90,3.2,No,No,No,No,Yes,No,No,No,No,None,1,,
José Gourmet Stuffed Squid in Ink,20,Sunflower Oil,squid,Spain,José Gourmet,Yes,No,Ink,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,None,1,1190,21.6
José Gourmet Tuna Fillets in Olive Oil,14.5,Olive OIl,tuna,Portugal,José Gourmet,Yes,No,None,,,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,1,740,15
José Gourmet Ventresca of Yellowfin Tuna in Olive Oil,24,Olive Oil,tuna,Spain,José Gourmet,Yes,No,None,,,,120,4.2,No,No,No,No,No,No,No,No,No,None,1,800,17
"King Oscar ""Tiny Tots"" Brisling (Sprats) Sardines in Extra Virgin Olive Oil",3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,None,No,No,12/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,350,15
"King Oscar Anchovies, Flat Fillets in Olive Oil",4,Olive Oil,anchovy,Peru,King Oscar,Yes,No,None,,,,56,2.0,No,No,No,No,No,No,No,No,No,None,2.5,870,38
King Oscar Cross-Pack Sardines (Sprats) in Extra Virgin Olive Oil,4.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,None,No,No,22/38,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,350,15
King Oscar Kipper Snacks,3.75,Water,herring,Poland and Germany,King Oscar,Yes,No,None,No,No,Unstated,100,3.54,Yes,No,No,No,No,No,No,No,No,OU/GK,1,380,17
King Oscar Mackerel Fillets in Olive Oil,3.5,Olive Oil,mackerel,Poland,King Oscar,Yes,No,None,Yes,Yes,Unstated,115,4.05,No,No,No,No,No,No,No,No,No,OU,1,210,9
King Oscar Mackerel Fillets in Olive Oil with Lemon,3.5,Olive Oil,mackerel,Poland,King Oscar,Yes,No,Lemon Juice,Yes,Yes,Unstated,115,4.05,No,No,Yes,No,No,No,No,No,No,OU,1,200,9
King Oscar Mackerel Fillets Mediterranean Style,3.5,Olive Oil,mackerel,Poland,King Oscar,Yes,No,"Green Olives, Black Olives, Red Bell Pepper",Yes,Yes,Unstated,115,4.05,No,No,No,Yes,No,No,No,No,No,OU,1,300,13
King Oscar Mackerel Fillets with Jalapeño Peppers,3.5,Olive Oil,mackerel,Poland,King Oscar,Yes,Yes,Jalapeño,Yes,Yes,Unstated,115,4.05,No,No,No,No,Yes,No,No,No,No,OU,1,210,9
"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Basil, Oregano, and Garlic",5,Extra Virgin Olive OIl,sprats,Poland,King Oscar,Yes,No,"Basil, Oregano, Garlic",No,No,8/22,106,3.75,Yes,No,No,Yes,No,No,No,No,No,OU,1,300,13
"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Red Bell Pepper, Garlic, Rosemary & Hot Chili",5,Extra Virgin Olive OIl,sprats,Poland,King Oscar,Yes,No,"Red Bell Pepper, Rosemary, Garlic, Hot Chili",No,No,8/22,106,3.75,Yes,No,No,Yes,Yes,No,No,No,No,OU,1,470,20
King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Sliced Spanish Manzanilla Olives,5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,Green Olives,No,No,8/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,300,13
King Oscar Sardines (Sprats) in Dijon Mustard,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,Yes,Mustard,No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,580,25
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,None,No,No,12/22,106,3.75,Yes,No,No,No,No,No,No,No,No,OU/OUP,1,350,15
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Jalapeño Peppers,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,Jalapeño,No,No,12/22,106,3.75,Yes,No,No,No,Yes,No,No,No,No,OU,1,330,14
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Lemon,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,Lemon,No,No,8/12,106,3.75,Yes,No,Yes,No,No,No,No,No,No,OU,1,330,14
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Spicy Cracked Pepper,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,"Peppercorns (Red, white, green, black)",No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,OU,1,320,14
"King Oscar Sardines (Sprats) in Extra Virgin Olive Oil, White Wine Vinegar and Capers",3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,"Capers, Vinegar",No,No,8/12,106,3.75,Yes,No,No,No,No,No,No,No,No,None,1,650,28
King Oscar Sardines (Sprats) in Zesty Tomato Sauce,3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,Yes,Tomato,No,No,8/12,106,3.75,Yes,No,No,No,No,Yes,No,No,No,OU,1,550,24
"King Oscar Sardines (Sprats) Mediterranean Style with Extra Virgin Olive Oil, Herbes de Provence, Red Bell Pepper, Black Olives and Garlic",3.5,Extra Virgin Olive Oil,sprats,Poland,King Oscar,Yes,No,"Black Olives, Red Bell Pepper",No,No,8/12,106,3.75,Yes,No,No,Yes,No,No,No,No,No,OU,1,530,23
King Oscar Skinless and Boneless Sardines in Olive Oil,3.5,Olive Oil,sardines,Morocco,King Oscar,Yes,No,None,Yes,Yes,Unstated,125,4.38,No,No,No,No,No,No,No,No,No,OU/OUP,1,300,13
King Oscar Skinless and Boneless Sardines Spanish Style Chili Pepper and Olive Oil,3.5,Olive Oil,sardines,Morocco,King Oscar,Yes,No,"Red Chili Pepper, Carrot, Pickled Cucumber",Yes,Yes,Unstated,125,4.38,No,No,No,No,Yes,No,No,No,No,OU,1,290,13
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Green Olives, Glass Jar",15,Extra Virgin Olive Oil,tuna,El Salvador,King Oscar,Yes,No,"Green Olives, Red Pimentos",,,,190,6.7,No,No,No,No,No,No,No,No,No,None,1,550,24
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Herbes de Provence, Glass Jar",15,Extra Virgin Olive Oil,tuna,El Salvador,King Oscar,Yes,No,"Red Bell Pepper, Green Olives, Black Olives, Herbes de Provence",,,,190,6.7,No,No,No,No,No,No,No,No,No,None,1,930,40
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Jalapeño Peppers, Glass Jar",15,Extra Virgin Olive Oil,tuna,El Salvador,King Oscar,Yes,Yes,Jalapeño,,,,190,6.7,No,No,No,No,Yes,No,No,No,No,None,1,500,22
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Sun Dried Tomatoes, Glass Jar",15,Extra Virgin Olive Oil,tuna,El Salvador,King Oscar,Yes,No,Sun-Dried Tomatoes,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,1,640,28
La Brújula Boneless & Skinless Sardine Filetes No. 36,30,Olive Oil,sardines,Spain,La Brújula,Yes,No,None,Yes,Yes,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,None,2,120,5
La Brújula Chipiron Tinta (Squid in Ink) 6/8 No. 81,16.5,Olive Oil,squid,Spain,La Brújula,Yes,No,Ink,,,6/8,110,3.8,No,No,No,No,No,Yes,No,No,No,None,2,255,11
La Brújula Chipirones (Baby Squid in Olive Oil) 2/3 No. 84,15,Olive Oil,squid,Spain,La Brújula,Yes,No,None,,,2/3,110,3.9,No,No,No,No,No,No,No,No,No,None,2,160,7
La Brújula Chipirones (Baby Squid in Olive Oil) No. 80,17,Olive Oil,squid,Spain,La Brújula,Yes,No,None,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,None,2,160,7
La Brújula Cockles in Brine 30/35 pieces No. 15,38,Water,cockles,Spain,La Brújula,Yes,No,None,,,30/35,113,4.0,No,No,No,No,No,No,No,No,No,None,2,280,12
"La Brújula Flat Anchovy Fillets in Olive Oil 12/15, No. 72",43,Olive Oil,anchovy,Spain,La Brújula,Yes,No,None,Yes,Yes,12/15,85,3.0,No,No,No,No,No,No,No,No,No,None,1,2,1
"La Brújula Mackerel Fillets in Olive Oil, No. 140",18,Olive Oil,mackerel,Spain,La Brújula,Yes,No,None,Yes,Yes,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,1,267,12
La Brújula Mussels in Escabeche (Mejillones in Escabeche) 16/20 No. 130,11.5,"Olive Oil, Sunflower Oil",mussels,Spain,La Brújula,Yes,No,Escabeche,,,16/20,110,4.0,No,No,No,No,No,No,No,No,No,None,2,310,13
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 12/16 No. 24,16,"Olive Oil, Sunflower Oil",mussels,Spain,La Brújula,Yes,No,Escabeche,,,12/16,110,3.9,No,No,No,No,No,No,No,No,No,None,2,310,13
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 21,18,"Olive Oil, Sunflower Oil",mussels,Spain,La Brújula,Yes,No,Escabeche,,,6/8,110,3.9,No,No,No,No,No,No,No,No,No,None,2,310,13
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 26,24,Sunflower Oil,mussels,Spain,La Brújula,Yes,No,Escabeche,,,6/8,110,3.9,No,No,No,No,No,No,No,No,No,None,2,310,13
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 8/12 No. 23,18,"Olive Oil, Sunflower Oil",mussels,Spain,La Brújula,Yes,No,Escabeche,,,8/12,110,4.0,No,No,No,No,No,No,No,No,No,None,2,310,13
La Brújula Pulpo Con Pimentón (Octopus in Paprika Sauce) No. 83,45.5,Olive Oil,octopus,Spain,La Brújula,Yes,No,Paprika,,Na,Unstated,138,4.8,No,No,No,No,No,No,No,No,No,None,2,180,7
La Brújula Razor Clams (Navajas) No. 6,30,Water,razor clam,Spain,La Brújula,Yes,No,None,,,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,1.5,364,15
"La Brújula Sardinas Guisadas (Fried Sardines in Sauce) ""Xoubas"" No. 35",18,Olive Oil,sardines,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",No,No,Unstated,130,4.6,No,No,No,No,Yes,Yes,No,Yes,No,None,2,320,13
La Brújula Sardines in Olive Oil 3/4 Pieces No. 34,13,Olive Oil,sardines,Spain,La Brújula,Yes,No,None,No,No,3/4,115,4.0,No,No,No,No,No,No,No,No,No,None,1,185,8
La Brújula Sardinillas (Small Sardines) 16/20 count No. 31,13,Olive Oil,sardines,Spain,La Brújula,Yes,No,None,No,No,16/20,115,4.0,No,No,No,No,No,No,No,No,No,None,2,180,8
La Brújula Scallops (Zamburiñas) in Sauce No. 90,29,Olive Oil,scallops,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",,,Unstated,110,3.9,No,No,No,No,Yes,Yes,No,No,No,None,2,180,7
La Brújula Sea Urchin (Huevas de Erizo de Mar) No. 91,90,Water,urchin,Spain,La Brújula,Yes,No,None,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,None,2,150,6
La Brújula Suprema Yellowfin Tuna Belly (Ventresca) No. 65,21,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,,110,3.9,No,No,No,No,No,No,No,No,No,None,2,190,8
"La Brújula White Tuna (Bonito del Norte) in Olive Oil, No. 51, Glass Jar",35,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,Unstated,227,8.0,No,No,No,No,No,No,No,No,No,None,2,530,22
La Brújula White Tuna in Olive Oil No. 54,15,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,,115,3.9,No,No,No,No,No,No,No,No,No,None,2,530,22
La Brújula Yellowfin Tuna Belly (Ventresca) No. 60,21,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,,110,3.9,No,No,No,No,No,No,No,No,No,None,2,190,8
"La Brújula Yellowfin Tuna Belly (Ventresca) No. 61, Large Format",37,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,,266,9.4,No,No,No,No,No,No,No,No,No,None,2,190,8
"La Brújula Yellowfin Tuna in Olive Oil, No. 62 Large Format",62,Olive Oil,tuna,Spain,La Brújula,Yes,No,None,,,,990,,No,No,No,No,No,No,No,No,No,None,2,130,5
Maria Organic Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",mackerel,Portugal,Maria Organic,Yes,No,None,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,None,?,800,13
Maria Organic Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,Portugal,Maria Organic,Yes,No,None,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,None,?,920,15
Maria Organic Sardines in Organic Tomatoes and Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,Portugal,Maria Organic,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,Yes,None,?,820,14
Maria Organic Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,Spain,Maria Organic,Yes,No,None,No,No,Unstated,90,3.2,No,No,No,No,No,No,No,No,Yes,None,?,1000,17
Maria Organic Spiced Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",mackerel,Portugal,Maria Organic,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,Yes,None,?,800,13
Maria Organic Spiced Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",sardines,Spain,Maria Organic,Yes,No,Spiced/Spicy,No,No,Unstated,90,3.2,No,No,No,No,Yes,No,No,No,Yes,None,?,1400,23
Marusa Shirasu Whitebait (“Anchovies”) with Black Pepper and Basil Infused Oil,14.5,Cottonseed Oil,anchovy,Japan,Marusa,Yes,No,"Basil, Pepper, Cheese",,,Unstated,80,2.82,No,No,No,Yes,No,No,Yes,No,No,None,5,105,5
Marusa Shirasu Whitebait (“Anchovies”) with Garlic Flakes and Togarishi,14.5,Extra Virgin Olive Oil,anchovy,Japan,Marusa Shirasu,No,No,Togarashi,,,Unstated,85,2.8,No,No,No,Yes,Yes,No,No,No,No,None,5,180,8
Marusa Shirasu Whitebait (“Anchovies”) with Mentaiko (Cod Roe),14.5,Cottonseed Oil,anchovy,Japan,Marusa,Yes,No,Cod Roe,,,Unstated,80,2.82,No,No,No,No,No,No,No,No,No,None,5,160,7
Marusa Shirasu Whitebait (“Anchovies”) with Yuzu Kosho,14.5,Cottonseed Oil,anchovy,Japan,Marusa,Yes,No,Yuku Kosho,,,Unstated,80,2.82,No,No,Yes,No,No,No,No,No,No,None,5,120,5
Mary Manette Smoked Canadian Mussels,18,Mussel Nectar,mussels,Canada,Mary Manette,Yes,Yes,None,,,Unstated,70,2.5,Yes,No,No,No,No,No,No,No,No,None,1,370,16
Mary Manette Smoked Salmon Pâté,13,,salmon,Canada,Mary Manette,Yes,No,"Cream, egg",,,Unstated,90,3.17,Yes,No,Yes,Yes,No,No,Yes,No,No,None,2,120,5
Mary Manette Smoked Wild Nova Scotia Herring,12,None,herring,Canada,Mary Manette,Yes,No,None,No,No,Unstated,190,6.7,Yes,No,No,No,No,No,No,No,No,None,4,210,9
Matiz Bonito del Norte in Spanish Olive Oil,9.5,Olive Oil,tuna,Spain,Matiz,Yes,No,None,,,,111,4.0,No,No,No,No,No,No,No,No,No,None,1,290,13
Matiz Cockles in Brine,12,Water,cockles,Spain,Matiz,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,380,17
Matiz Giant Calamari with White Beans and Paprika,10.5,Sunflower Oil,squid,Spain,Matiz,Yes,No,"beans, spices (sweet paprika, hot paprika), onion, wine vinegar",,,Unstated,115,4.05,No,No,No,No,No,No,No,No,No,None,1,280,12
Matiz Lightly Smoked Sardines in Spanish Olive Oil,5.5,Olive Oil,sardines,Spain,Matiz,Yes,No,None,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,None,1,340,15
Matiz Mackerel in Organic Extra Virgin Olive Oil,6.5,"Extra Virgin Olive Oil, Organic",mackerel,Spain,Matiz,Yes,No,None,Yes,Yes,Unstated,85,3.0,No,No,No,No,No,No,No,No,Yes,None,1,270,12
Matiz Octopus (Wild Pulpo) in Spanish Olive Oil,14,Olive Oil,octopus,Spain,Matiz,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,340,15
Matiz Organic Mussels in Olive Oil & Vinegar (en Escabeche),10.5,"Extra Virgin Olive Oil, Organic",mussels,Spain,Matiz,Yes,No,Escabeche,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,Yes,None,1,550,24
Matiz Sardines in Spanish Olive Oil,5,Olive Oil,sardines,Spain,Matiz,Yes,No,None,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,None,1,336,15
Matiz Sardines with Lemon,5,Sunflower Oil,sardines,Spain,Matiz,Yes,No,None,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,None,1,340,15
